date,region,fuel_type,cnt
201601,강원,LPG,4327.0
201601,강원,기타,1847.0
201601,강원,디젤,138899.0
201601,강원,전기,0.0
201601,경기,LPG,47503.0
201601,경기,기타,13641.0
201601,경기,디젤,680207.0
201601,경기,전기,0.0
201601,경상,LPG,30784.0
201601,경상,기타,32844.0
201601,경상,디젤,944513.0
201601,경상,전기,11.0
201601,서울,LPG,38078.0
201601,서울,기타,5200.0
201601,서울,디젤,304305.0
201601,서울,전기,2.0
201601,인천,LPG,12030.0
201601,인천,기타,9282.0
201601,인천,디젤,157812.0
201601,인천,전기,0.0
201601,전라,LPG,12559.0
201601,전라,기타,12449.0
201601,전라,디젤,469135.0
201601,전라,전기,0.0
201601,제주,LPG,3795.0
201601,제주,기타,492.0
201601,제주,디젤,69208.0
201601,제주,전기,5.0
201601,충청,LPG,11556.0
201601,충청,기타,10066.0
201601,충청,디젤,431890.0
201601,충청,전기,0.0
201602,강원,LPG,4326.0
201602,강원,기타,1867.0
201602,강원,디젤,139252.0
201602,강원,전기,0.0
201602,경기,LPG,47226.0
201602,경기,기타,13717.0
201602,경기,디젤,681481.0
201602,경기,전기,0.0
201602,경상,LPG,30705.0
201602,경상,기타,32948.0
201602,경상,디젤,945596.0
201602,경상,전기,11.0
201602,서울,LPG,37826.0
201602,서울,기타,5212.0
201602,서울,디젤,304240.0
201602,서울,전기,2.0
201602,인천,LPG,11946.0
201602,인천,기타,9311.0
201602,인천,디젤,157950.0
201602,인천,전기,0.0
201602,전라,LPG,12491.0
201602,전라,기타,12519.0
201602,전라,디젤,470015.0
201602,전라,전기,0.0
201602,제주,LPG,3802.0
201602,제주,기타,504.0
201602,제주,디젤,69409.0
201602,제주,전기,5.0
201602,충청,LPG,11525.0
201602,충청,기타,10099.0
201602,충청,디젤,432823.0
201602,충청,전기,0.0
201603,강원,LPG,4328.0
201603,강원,기타,1883.0
201603,강원,디젤,139698.0
201603,강원,전기,0.0
201603,경기,LPG,46802.0
201603,경기,기타,13880.0
201603,경기,디젤,683767.0
201603,경기,전기,0.0
201603,경상,LPG,30628.0
201603,경상,기타,33150.0
201603,경상,디젤,947316.0
201603,경상,전기,11.0
201603,서울,LPG,37514.0
201603,서울,기타,5259.0
201603,서울,디젤,304168.0
201603,서울,전기,2.0
201603,인천,LPG,11852.0
201603,인천,기타,9364.0
201603,인천,디젤,158257.0
201603,인천,전기,0.0
201603,전라,LPG,12476.0
201603,전라,기타,12614.0
201603,전라,디젤,471193.0
201603,전라,전기,0.0
201603,제주,LPG,3787.0
201603,제주,기타,515.0
201603,제주,디젤,69782.0
201603,제주,전기,5.0
201603,충청,LPG,11480.0
201603,충청,기타,10204.0
201603,충청,디젤,434094.0
201603,충청,전기,0.0
201604,강원,LPG,4329.0
201604,강원,기타,1911.0
201604,강원,디젤,140139.0
201604,강원,전기,0.0
201604,경기,LPG,46449.0
201604,경기,기타,14014.0
201604,경기,디젤,685819.0
201604,경기,전기,0.0
201604,경상,LPG,30609.0
201604,경상,기타,33409.0
201604,경상,디젤,948893.0
201604,경상,전기,11.0
201604,서울,LPG,37177.0
201604,서울,기타,5288.0
201604,서울,디젤,304379.0
201604,서울,전기,2.0
201604,인천,LPG,11858.0
201604,인천,기타,9392.0
201604,인천,디젤,158816.0
201604,인천,전기,0.0
201604,전라,LPG,12435.0
201604,전라,기타,12724.0
201604,전라,디젤,472218.0
201604,전라,전기,0.0
201604,제주,LPG,3787.0
201604,제주,기타,528.0
201604,제주,디젤,70150.0
201604,제주,전기,5.0
201604,충청,LPG,11466.0
201604,충청,기타,10271.0
201604,충청,디젤,435151.0
201604,충청,전기,0.0
201605,강원,LPG,4312.0
201605,강원,기타,1942.0
201605,강원,디젤,140648.0
201605,강원,전기,0.0
201605,경기,LPG,46048.0
201605,경기,기타,14197.0
201605,경기,디젤,688162.0
201605,경기,전기,0.0
201605,경상,LPG,30555.0
201605,경상,기타,33592.0
201605,경상,디젤,950389.0
201605,경상,전기,11.0
201605,서울,LPG,36849.0
201605,서울,기타,5292.0
201605,서울,디젤,304309.0
201605,서울,전기,2.0
201605,인천,LPG,11832.0
201605,인천,기타,9494.0
201605,인천,디젤,159194.0
201605,인천,전기,0.0
201605,전라,LPG,12397.0
201605,전라,기타,12822.0
201605,전라,디젤,473168.0
201605,전라,전기,0.0
201605,제주,LPG,3777.0
201605,제주,기타,533.0
201605,제주,디젤,70510.0
201605,제주,전기,5.0
201605,충청,LPG,11407.0
201605,충청,기타,10420.0
201605,충청,디젤,436114.0
201605,충청,전기,0.0
201606,강원,LPG,4313.0
201606,강원,기타,1980.0
201606,강원,디젤,141181.0
201606,강원,전기,0.0
201606,경기,LPG,45657.0
201606,경기,기타,14411.0
201606,경기,디젤,690944.0
201606,경기,전기,0.0
201606,경상,LPG,30480.0
201606,경상,기타,33867.0
201606,경상,디젤,952011.0
201606,경상,전기,11.0
201606,서울,LPG,36543.0
201606,서울,기타,5317.0
201606,서울,디젤,304209.0
201606,서울,전기,2.0
201606,인천,LPG,11764.0
201606,인천,기타,9585.0
201606,인천,디젤,159704.0
201606,인천,전기,0.0
201606,전라,LPG,12368.0
201606,전라,기타,12897.0
201606,전라,디젤,474217.0
201606,전라,전기,0.0
201606,제주,LPG,3815.0
201606,제주,기타,539.0
201606,제주,디젤,70933.0
201606,제주,전기,5.0
201606,충청,LPG,11376.0
201606,충청,기타,10536.0
201606,충청,디젤,437208.0
201606,충청,전기,0.0
201607,강원,LPG,4300.0
201607,강원,기타,2003.0
201607,강원,디젤,141639.0
201607,강원,전기,0.0
201607,경기,LPG,45246.0
201607,경기,기타,14611.0
201607,경기,디젤,692919.0
201607,경기,전기,0.0
201607,경상,LPG,30403.0
201607,경상,기타,34118.0
201607,경상,디젤,953649.0
201607,경상,전기,11.0
201607,서울,LPG,36243.0
201607,서울,기타,5374.0
201607,서울,디젤,304282.0
201607,서울,전기,2.0
201607,인천,LPG,11710.0
201607,인천,기타,9626.0
201607,인천,디젤,160189.0
201607,인천,전기,0.0
201607,전라,LPG,12315.0
201607,전라,기타,12940.0
201607,전라,디젤,475400.0
201607,전라,전기,0.0
201607,제주,LPG,3815.0
201607,제주,기타,558.0
201607,제주,디젤,71284.0
201607,제주,전기,5.0
201607,충청,LPG,11299.0
201607,충청,기타,10675.0
201607,충청,디젤,438325.0
201607,충청,전기,0.0
201608,강원,LPG,4290.0
201608,강원,기타,2032.0
201608,강원,디젤,141825.0
